PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50,Label
-0.8718912658378875,-0.3464163271312844,-0.0010381312821332973,-0.25839784291230583,-0.1861740194121141,-0.5376208282649867,-0.3147165890147543,0.07911132569026587,-0.06911863569554676,-0.16894408332344674,-0.24395528242100184,-0.016777806261236768,0.14464929738845855,-0.26232559220099594,0.1645702866191803,-0.16415640543910281,0.1576815842874369,-0.06244865329035608,0.0806702636492067,0.061761103137631036,0.0036667917617578196,-0.02121985890964129,-0.010773155866638939,0.0005717025954189084,-0.07491302572975134,0.010280739788022786,-0.21236987616930975,-0.15587317691640154,0.08314918186968355,-0.11173964682594717,-0.025355631760313167,0.1364992282011041,-0.05977748675752817,0.11579351830905298,-0.002762633838034872,0.008154531228388077,0.004718456015047196,-0.10758705865600758,0.06918145796922694,0.04978682695741377,-0.01624396431193193,-0.0005984737394906567,-0.0190687812358657,0.07064793010497206,-0.011623841694903499,0.03447168886873127,-0.03465434700513777,0.020285899517234994,-0.030833751013197956,0.02414563683186741,0
-0.8629345153676364,-0.35079283054619886,0.041441528688264805,-0.25430571245300376,-0.22208297967472107,-0.648513765631717,-0.3521109350055213,0.10302530974545333,-0.10365729454797702,-0.22298981305976617,-0.3380064751699528,-0.06058383574539146,0.04827053413470297,-0.09137259287425142,0.13018709074744272,-0.020227679213269616,0.01766933501713521,-0.12089600019330292,0.025490691012362534,0.19690266864877815,0.005492715474037802,-0.028774695246355658,-0.00041308079989626015,-0.056048961049665544,-0.06324671126110937,-0.08029242603837489,-0.6791220310388979,-0.24529284877328042,0.25491666651898,-0.41132575932624826,-0.2704259555641769,0.2962560101845966,-0.22397163732142553,-0.07870621681834658,0.04426389313588723,0.08129358557128061,0.0990848732104789,0.0459379672956516,0.004714063291660079,0.025203715039562567,-0.029911755481248695,0.02063371084731889,-0.023076798655908923,0.06739830111542705,0.021713226203819744,0.10197779000933338,-0.06556462056772704,0.04879511722906288,-0.002602183488258436,-0.010300701879254179,0
1.3049779671486943,-2.043523269782379,-1.1141831225907695,1.2592726793218347,1.5379721086273908,1.5366690882593839,-0.7693310442423543,0.9743816395510891,0.9040949892519172,-0.6539217662461403,-1.5830914458763594,0.08287432303762993,0.8565765239723055,1.2206170694391272,-0.7307944345230748,0.5378259009076126,-1.1451727277085124,0.8363446647275511,-0.8567459498573462,0.05966846781616358,-0.11878863526083046,0.048246085407031535,-0.004192357886746337,-0.08275268670597831,0.5563544598354196,-0.3131049584496163,-0.09675387427527637,0.1983426007764896,0.0226507435015831,-0.349972274578604,-0.6969673619464072,-0.17228188919911822,0.38017961834479214,0.1758016936550245,0.48137079375863745,0.04786515051355103,0.16350510202466526,-0.5037480205281903,0.15718009650191495,-1.575380163155031,-0.5322099892914365,-0.581875555443947,0.8796974423808893,-0.3901950489275377,0.22877951880895747,0.25111753163866146,0.03459300442791409,-0.10169396004602,-0.025029269979519105,0.16266758613141885,0
-0.8635713968412162,-0.4202444632918932,-0.10391033045015421,-0.3149106034517366,-0.15011385806883137,-0.5337787728098103,-0.2948875663972743,0.08798661400959733,-0.09706863821614198,-0.242477495768119,-0.4080991295362389,0.043515527310664895,0.34500400369056583,-0.5740195889692044,0.2921506680570527,-0.4999428919075624,0.42335997794658947,0.020151301940020985,0.11936771193315186,-0.20566768699039736,-0.00469379407871461,-0.04321581702813872,-0.02092739270554254,0.0693002069841683,-0.0846096685355283,0.21020390249698132,0.776583846228479,-0.027038771588757872,-0.19507614304204915,0.26842709197336356,0.15541355071826787,-0.22361091826308951,0.08653013859664287,0.08163641660588856,0.005448176326420354,-0.04719856581951121,-0.058667576526009305,-0.1257103386235625,0.03977232391594561,0.09740228507047388,0.030882389952795603,0.019678257038241758,-0.035251059928267464,0.06184226785931382,-0.04527481777639178,-0.01971207805811999,-0.007432056803457322,-0.01234547798999888,-0.05546865900998497,0.03312171897657908,0
8.368919013734562,1.804628015632358,-3.028687133056171,3.9250220891310295,-5.458383312165385,-0.0015644986860402436,-2.869492273782678,2.1855392782853986,3.037865431011794,1.09715655647642,0.0045287633904421785,-0.19556586755612632,-1.391631136010146,-0.048543748488090975,0.18991984855500244,0.3256178234242665,0.3962612596291874,-0.0804857315548771,-0.04596268958206894,0.3872258798666625,-0.08758864166554116,-0.11803230597455204,-0.038352655817337794,-0.16559270841474436,0.29115897391227114,0.11811775498896623,-0.38551882279328104,-0.6727869314048622,-0.10294019209635365,0.20431808238683902,0.29798770944253966,-0.5311024641326959,0.708620181570346,0.12827647017721336,1.2260230246070636,0.061323020132734954,0.4599419299537704,-0.04891050854864204,0.012162616515371396,0.1362445950104973,0.5947728300124164,0.07147538901054093,-0.13424420214548724,0.5984001424451825,-0.30270271707993796,-0.24672316897067484,-0.05073625023458876,0.29112656731984643,-0.06782062720214485,-0.28398389367471416,0
-0.7045136832165261,-0.8535156853193399,-0.4334257606164074,-0.4089867764371109,-0.13587895098530411,-0.7068120681781977,-0.2519188569695963,0.1776966791037515,-0.45188121337912457,-0.9431714494533137,-1.7507438618826487,0.23731524801856965,1.2212869790171574,-1.833157576992815,0.9564455900851863,-2.070208077616559,1.5036190165477494,0.35857252139290247,0.12768100795887108,-1.4204086331512173,-0.013146485093188508,-0.21885947252745475,-0.04618594096263774,0.2643376935951547,-0.10073336917761623,1.1269311628784948,5.346817961723214,0.5054770800040942,-1.356773550196626,1.523521895461367,0.3283513122601075,-1.9975342495391906,0.24938266493461966,-0.751323662776583,0.2836190043360997,-0.11222332373582536,-0.09758809993512343,0.31866182835839024,-0.40145910884427516,0.1808318424563542,0.010969579924908317,0.14096135453555886,-0.23016580242161191,-0.09648978998788901,-0.14137037153101722,-0.10656996242540707,0.14920338538108796,0.055025191017547284,0.3345795241124748,-0.062204867699416744,0
-0.8458520235972944,-0.3929343108054416,0.041664693051415284,-0.27107044166261535,-0.24709037451219582,-0.766886869828157,-0.3828229903971933,0.13335024939351925,-0.15968032124331877,-0.32487780262025706,-0.5308203817568049,-0.08010864621613624,0.04157463153140354,-0.05593587526183704,0.15714869398564174,-0.030435324430183125,-0.006448340698831551,-0.14362701287719537,-0.018666806149405933,0.21102165030876296,0.004446401296321252,-0.04928734195828828,0.006181627042426451,-0.08602593580901076,-0.05486423427300547,-0.07982674222402941,-0.6948646796921538,-0.2788033435956859,0.30498576323035465,-0.557344291016053,-0.4592360423463902,0.2878848157832273,-0.34095803278306336,-0.3167458343334098,0.10433967931198565,0.13675531433144636,0.1746679360831663,0.21254132901052714,-0.08535783889931854,0.017764197329219886,-0.02971268850023197,0.05285106644763402,-0.038747187660547425,0.05604656661327953,0.04213577743053635,0.15130338360160966,-0.08352604410114552,0.06998445174070306,0.031492309518754355,-0.045985310468040566,0
-0.8545550461680018,-0.42458586705853385,-0.05734206699694171,-0.3121775372606701,-0.18938195076029346,-0.6583392433012984,-0.33697814756331096,0.11480892756973858,-0.13427535328105056,-0.300736127499292,-0.5100747923391967,-0.005360286324029924,0.2363338938005733,-0.38204832627537,0.2526569245435029,-0.33685409164133456,0.2661647962330843,-0.04576824923125791,0.05830745794267996,-0.05274130739604857,-0.0029528329336492415,-0.051164456783241455,-0.009368542285856292,0.006222843192583357,-0.07163052508538446,0.10772136437470116,0.24791668037659223,-0.12791517829967228,-0.0014566209036812226,-0.06676175276185048,-0.11671224337540027,-0.04162261188315737,-0.09497939770592094,-0.13350666333601227,0.056676391632184665,0.03408038388914347,0.04615240215504819,0.043979809316462,-0.03077277970357226,0.07094100576990109,0.017910031852542474,0.043702096826840474,-0.03865675302636325,0.05930550552511782,-0.007978491112504642,0.05542337125731277,-0.04290991694516126,0.017818760707102636,-0.028518640503009673,-0.004744453594683591,0
6.58081089477784,-2.897368548913177,-5.8175371525217425,2.297490017976299,1.3618774352075633,0.2834782110519366,0.18144705259875873,-2.6972001193286355,-3.2020616646876525,1.293227184394683,1.4043449370410268,-0.07717860739621768,-1.0443698785092446,0.04684024152685443,1.210982857869025,-0.22481841431809252,0.9975893979451999,0.2269714149852655,0.48969631186993556,0.3428450674144135,0.01762282045360242,-0.3247486798531249,-0.06157829469714778,-0.45000976382759816,-0.0706232019998369,1.291543892861545,-0.7696407782608526,-1.7288661840255528,0.6976706783349016,-0.35080486784590215,-0.07295169215302909,-2.3538711941254755,-0.7585777890561524,-0.272666387177434,0.32569885397051007,-0.6463716869820111,0.09016514319204574,-0.4112550600382077,-0.14335049204839187,-0.5622793788753673,-1.962570915668705,-1.0206975825287794,1.7918083588626827,-1.2467360264324943,0.22411494469749657,0.7267174530647252,-0.517026806210311,0.0611155139545877,-0.20491259778931337,0.18869157521407093,0
-0.8081464524755817,-0.38272295342298895,0.11608562575350617,-0.16520210362015686,-0.2913312963517514,-0.7090418240979814,-0.36780822366613297,0.11822798531346533,-0.19890980979526324,-0.3711356284491673,-0.568712579527782,-0.09837173583738636,0.021229647947659372,-0.004840141460908573,0.1567237457552684,-0.01919483855166433,-0.054372522198193454,-0.1375986694024524,-0.04725545132753625,0.20908525964250585,0.020974103667432287,-0.05911080721600644,0.008658260457932705,-0.10973932133329646,-0.051216043757601706,-0.08831640411321928,-0.6959453346479808,-0.26958996847625694,0.3080456484767567,-0.6264800187469376,-0.5486866859540758,0.2519435680159342,-0.44821219978459015,-0.34432452733168484,0.14601078844312929,0.16118552825901322,0.20472619489108343,0.26038597069286523,-0.12021388806178927,-0.04154480635371049,-0.14908899218236601,0.024549001463704655,-0.07786735938539467,0.012433806869915402,0.04603552919687491,0.1700922660855064,-0.04562183480397995,0.15175022050720158,0.23839743022978177,-0.06811323088524288,0
